"PHL_NO.";"OLD ACC_NO";"GB_NO";"DAYS_EMER";"DAYS_TASS";"DAYS_SILK";"DAYS_HARV";"TIL_INDX_A";"STEMCOL";"SHEATHPUB";"LVS_TOT_A";"LEAFLNTH_A";"LEAFWDTH_A";"LEAFORIENT";"PRESLFLIG";"VENINDEX";"TASSTYPE";"SILKCOLOR";"TASSCOLOR";"PLTHGHT_A";"EARHGHT_A";"FOLIAGE";"NO_LEA_A_A";"NO_LEA_B_A";"NO_INT_B_A";"NO_INT_W_A";"STMDIABA_A";"STMDIABE_A";"TAS_LNTH_A";"TAPED_LT_A";"TAS_BSPA_A";"NO_PBTAS_A";"NO_SBTAS_A";"NO_TBTAS_A";"STAYGREEN";"DAYS_EL_SN";"STALKLOD";"EARHUSKCO";"EARHUSKFIT";"EARHUSKTS";"EARSHAPE";"EARTIPSHPE";"EAR_ORIENT";"EARLNTH_A";"EARDIAM_A";"COBDIAM_A";"RACDIAM_A";"PEDLNTH_A";"NO_BRCTS_A";"KER_RW_ARR";"NO_K_ROW_A";"NO_K_PRW_A";"COBCOLOR";"PERCENT_GS";"KERNEL_TYP";"KERNEL_COL";"KER_LNT_A";"KER_WDT_A";"KER_THK_A";"SHAPE_UKS";"PER_COLOR";"ALE_COLOR";"END_COLOR";"UNSH_WGT_A";"SHEL_WGT_A";"KERWGT1000";"SHELL_PC";"";""
"1229";"2658";"1748";"7";"";"55";"97";"0.00";"";"";"0.00";"84.60";"8.32";"";"";"0.00";"";"";"";"206.00";"84.80";"";"5.60";"7.20";"6.80";"6.40";"0.00";"0.00";"34.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"14.10";"4.48";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"620.35";"445.40";"248.01";"71.80";"";""
"1230";"2659";"1749";"7";"";"55";"97";"0.00";"";"";"0.00";"90.00";"7.88";"";"";"0.00";"";"";"";"207.40";"82.40";"";"6.80";"7.60";"7.60";"7.00";"0.00";"0.00";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"18.18";"4.71";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"538.65";"410.38";"278.00";"76.18";"";""
"1231";"2660";"1750";"7";"";"55";"97";"0.00";"";"";"0.00";"88.60";"7.98";"";"";"0.00";"";"";"";"197.00";"73.00";"";"6.20";"7.00";"7.60";"7.40";"0.00";"0.00";"29.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.38";"4.86";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"901.05";"637.10";"288.28";"70.71";"";""
"1232";"2661";"1751";"7";"";"55";"97";"0.00";"";"";"0.00";"80.80";"7.06";"";"";"0.00";"";"";"";"209.00";"81.00";"";"6.40";"6.80";"7.60";"7.40";"0.00";"0.00";"29.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"15.60";"3.87";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"309.86";"222.03";"246.32";"71.65";"";""
"1233";"2662";"1752";"7";"";"54";"97";"0.00";"";"";"0.00";"85.60";"7.72";"";"";"0.00";"";"";"";"205.40";"72.60";"";"6.80";"6.40";"7.00";"7.60";"0.00";"0.00";"28.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"15.12";"4.56";"0.00";"0.00";"0.00";"0.00";"";"15.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"978.55";"686.40";"227.32";"70.14";"";""
"1234";"2663";"1753";"7";"";"53";"87";"0.00";"";"";"0.00";"90.40";"8.18";"";"";"0.00";"";"";"";"219.00";"92.60";"";"7.00";"7.60";"8.20";"7.40";"0.00";"0.00";"31.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"523.52";"326.12";"232.95";"62.29";"";""
"1235";"2664";"1754";"7";"";"46";"87";"0.00";"";"";"0.00";"66.80";"6.08";"";"";"0.00";"";"";"";"152.80";"49.80";"";"6.00";"6.20";"6.80";"6.60";"0.00";"0.00";"25.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.30";"4.02";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"636.00";"473.81";"212.11";"74.50";"";""
"1236";"2665";"1755";"7";"";"43";"97";"0.00";"";"";"0.00";"85.40";"8.40";"";"";"0.00";"";"";"";"207.20";"81.20";"";"6.20";"7.20";"7.60";"7.00";"0.00";"0.00";"30.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"16.64";"4.55";"0.00";"0.00";"0.00";"0.00";"";"12.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"700.75";"502.90";"286.08";"71.76";"";""
"1237";"2666";"1756";"7";"";"53";"97";"0.00";"";"";"0.00";"81.60";"9.20";"";"";"0.00";"";"";"";"189.60";"80.40";"";"7.20";"6.60";"6.80";"7.80";"0.00";"0.00";"29.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.10";"4.83";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"524.35";"363.15";"249.68";"69.26";"";""
"1238";"2667";"1757";"7";"";"53";"97";"0.00";"";"";"0.00";"95.20";"7.82";"";"";"0.00";"";"";"";"212.40";"87.20";"";"6.00";"7.20";"7.80";"6.60";"0.00";"0.00";"29.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.54";"4.39";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"725.40";"519.00";"257.40";"71.55";"";""
"1239";"2668";"1758";"7";"";"53";"97";"0.00";"";"";"0.00";"90.00";"8.24";"";"";"0.00";"";"";"";"196.20";"87.20";"";"6.00";"6.80";"9.20";"6.80";"0.00";"0.00";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.70";"4.90";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"740.65";"537.35";"229.59";"72.55";"";""
"1240";"2669";"1759";"7";"";"53";"87";"0.00";"";"";"0.00";"92.00";"7.06";"";"";"0.00";"";"";"";"224.00";"105.60";"";"6.00";"7.40";"8.20";"6.60";"0.00";"0.00";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"14.14";"4.20";"0.00";"0.00";"0.00";"0.00";"";"12.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"851.65";"599.72";"259.58";"70.42";"";""
"1241";"2670";"1760";"7";"";"52";"97";"0.00";"";"";"0.00";"77.20";"8.10";"";"";"0.00";"";"";"";"196.00";"74.40";"";"6.00";"6.60";"7.00";"6.00";"0.00";"0.00";"28.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"13.50";"4.27";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"634.05";"405.60";"242.06";"63.97";"";""
"1242";"2671";"1761";"7";"";"52";"97";"0.00";"";"";"0.00";"82.60";"7.74";"";"";"0.00";"";"";"";"195.60";"76.40";"";"6.40";"6.40";"7.40";"7.20";"0.00";"0.00";"30.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"13.84";"4.61";"0.00";"0.00";"0.00";"0.00";"";"14.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"628.15";"455.85";"250.44";"72.57";"";""
"1243";"2672";"1762";"7";"";"52";"97";"0.00";"";"";"0.00";"87.40";"8.66";"";"";"0.00";"";"";"";"217.40";"86.00";"";"5.80";"7.60";"8.60";"7.00";"0.00";"0.00";"30.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"13.50";"4.78";"0.00";"0.00";"0.00";"0.00";"";"14.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"513.15";"370.85";"275.55";"72.27";"";""
"1244";"2673";"1763";"7";"";"53";"97";"0.00";"";"";"0.00";"90.60";"8.32";"";"";"0.00";"";"";"";"208.60";"94.60";"";"6.40";"6.80";"7.80";"6.20";"0.00";"0.00";"30.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.82";"4.32";"0.00";"0.00";"0.00";"0.00";"";"13.50";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"577.69";"396.03";"258.76";"66.82";"";""
"1245";"2674";"1764";"7";"";"53";"97";"0.00";"";"";"0.00";"89.20";"7.32";"";"";"0.00";"";"";"";"217.40";"98.40";"";"5.80";"7.00";"7.80";"6.60";"0.00";"0.00";"25.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"13.00";"3.95";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"503.80";"378.60";"217.70";"75.15";"";""
"1246";"2675";"1765";"7";"";"53";"87";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"381.71";"223.41";"211.44";"58.53";"";""
"1247";"2676";"1766";"7";"";"53";"87";"0.00";"";"";"0.00";"85.60";"7.14";"";"";"0.00";"";"";"";"200.60";"81.80";"";"6.00";"6.60";"7.60";"6.80";"0.00";"0.00";"29.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"13.98";"4.20";"0.00";"0.00";"0.00";"0.00";"";"14.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"867.70";"523.95";"215.57";"60.38";"";""
"1248";"2677";"1767";"7";"";"53";"97";"0.00";"";"";"0.00";"83.00";"8.00";"";"";"0.00";"";"";"";"190.20";"72.60";"";"5.80";"6.00";"7.80";"6.20";"0.00";"0.00";"35.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.86";"3.97";"0.00";"0.00";"0.00";"0.00";"";"11.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"617.70";"391.05";"269.87";"63.31";"";""
"1249";"2678";"1768";"7";"";"53";"97";"0.00";"";"";"0.00";"89.60";"8.30";"";"";"0.00";"";"";"";"198.40";"86.20";"";"5.80";"7.20";"8.40";"6.40";"0.00";"0.00";"30.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"16.48";"4.51";"0.00";"0.00";"0.00";"0.00";"";"14.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"639.50";"443.35";"249.12";"69.33";"";""
"1250";"2679";"1769";"7";"";"53";"97";"0.00";"";"";"0.00";"83.20";"7.12";"";"";"0.00";"";"";"";"198.00";"71.40";"";"6.60";"6.00";"7.20";"7.00";"0.00";"0.00";"29.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"319.14";"198.42";"255.00";"62.17";"";""
"1251";"2680";"1770";"7";"";"45";"87";"0.00";"";"";"0.00";"76.20";"8.00";"";"";"0.00";"";"";"";"165.20";"49.40";"";"6.80";"5.20";"5.40";"6.20";"0.00";"0.00";"26.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.85";"4.48";"0.00";"0.00";"0.00";"0.00";"";"13.50";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"506.38";"360.51";"217.79";"71.19";"";""
"1252";"2681";"1771";"7";"";"46";"87";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"11.90";"4.31";"0.00";"0.00";"0.00";"0.00";"";"15.33";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"543.63";"400.21";"202.19";"73.62";"";""
"1253";"2682";"1772";"7";"";"52";"87";"0.00";"";"";"0.00";"81.00";"8.47";"";"";"0.00";"";"";"";"190.00";"69.00";"";"5.20";"6.20";"6.60";"6.00";"0.00";"0.00";"31.67";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.18";"4.63";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"622.15";"430.45";"222.01";"69.19";"";""
"1254";"2683";"1773";"7";"";"52";"97";"0.00";"";"";"0.00";"81.20";"9.12";"";"";"0.00";"";"";"";"205.00";"89.60";"";"5.80";"7.20";"7.80";"6.00";"0.00";"0.00";"32.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"16.66";"4.85";"0.00";"0.00";"0.00";"0.00";"";"14.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"594.32";"429.50";"283.70";"72.22";"";""
"1255";"2684";"1774";"7";"";"52";"97";"0.00";"";"";"0.00";"82.60";"7.24";"";"";"0.00";"";"";"";"196.80";"87.80";"";"5.80";"6.80";"7.80";"6.00";"0.00";"0.00";"30.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"15.50";"4.14";"0.00";"0.00";"0.00";"0.00";"";"15.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"374.08";"265.69";"239.02";"71.02";"";""
"1256";"2685";"1775";"7";"";"39";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"11.83";"3.77";"0.00";"0.00";"0.00";"0.00";"";"16.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"469.95";"636.21";"144.01";"77.29";"";""
"1257";"2686";"1776";"7";"";"44";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"11.60";"3.83";"0.00";"0.00";"0.00";"0.00";"";"13.33";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"325.02";"254.66";"178.31";"78.35";"";""
"1258";"2687";"1777";"7";"";"44";"87";"0.00";"";"";"0.00";"77.40";"7.20";"";"";"0.00";"";"";"";"208.20";"78.00";"";"5.80";"6.80";"7.60";"6.60";"0.00";"0.00";"29.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"13.40";"4.00";"0.00";"0.00";"0.00";"0.00";"";"16.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"554.70";"315.55";"184.78";"56.89";"";""
"1259";"2688";"1778";"7";"";"53";"97";"0.00";"";"";"0.00";"85.40";"8.40";"";"";"0.00";"";"";"";"211.40";"85.00";"";"7.80";"7.40";"7.80";"6.60";"0.00";"0.00";"30.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"16.00";"4.33";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"860.20";"535.63";"235.99";"62.67";"";""
"1260";"2689";"1779";"7";"";"53";"97";"0.00";"";"";"0.00";"94.00";"8.80";"";"";"0.00";"";"";"";"216.60";"84.00";"";"6.60";"7.00";"8.00";"7.20";"0.00";"0.00";"32.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"15.40";"4.42";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"651.70";"460.05";"253.38";"70.59";"";""
"1261";"2690";"1780";"7";"";"53";"97";"0.00";"";"";"0.00";"91.80";"9.32";"";"";"0.00";"";"";"";"201.00";"87.60";"";"6.20";"8.40";"8.20";"6.80";"0.00";"0.00";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"15.90";"4.83";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"827.35";"575.40";"282.88";"69.55";"";""
"1262";"2691";"1781";"7";"";"45";"87";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"12.96";"3.64";"0.00";"0.00";"0.00";"0.00";"";"12.80";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"649.80";"478.62";"163.82";"73.66";"";""
"1263";"2692";"1782";"7";"";"53";"97";"0.00";"";"";"0.00";"87.20";"7.34";"";"";"0.00";"";"";"";"213.40";"84.00";"";"6.00";"7.40";"8.20";"6.80";"0.00";"0.00";"28.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.00";"4.67";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"764.40";"527.45";"257.70";"69.00";"";""
"1264";"2693";"1783";"7";"";"57";"97";"0.00";"";"";"0.00";"83.20";"8.92";"";"";"0.00";"";"";"";"212.40";"86.40";"";"5.80";"6.80";"7.60";"7.00";"0.00";"0.00";"36.60";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"18.60";"4.75";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"785.80";"584.25";"296.83";"74.35";"";""
"1265";"2694";"1784";"7";"";"53";"97";"0.00";"";"";"0.00";"97.60";"8.92";"";"";"0.00";"";"";"";"189.20";"88.20";"";"6.00";"7.80";"8.00";"6.40";"0.00";"0.00";"34.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.64";"4.77";"0.00";"0.00";"0.00";"0.00";"";"12.40";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"501.95";"364.90";"348.65";"72.70";"";""
"1266";"2695";"1785";"7";"";"56";"97";"0.00";"";"";"0.00";"79.80";"8.32";"";"";"0.00";"";"";"";"194.20";"81.60";"";"6.80";"7.40";"7.60";"7.20";"0.00";"0.00";"31.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"14.90";"4.35";"0.00";"0.00";"0.00";"0.00";"";"14.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"965.60";"629.90";"242.55";"65.23";"";""
"1267";"2696";"1786";"7";"";"53";"87";"0.00";"";"";"0.00";"80.80";"7.32";"";"";"0.00";"";"";"";"189.40";"74.20";"";"6.20";"6.40";"7.00";"6.80";"0.00";"0.00";"28.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.92";"4.07";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"852.80";"540.91";"199.63";"63.43";"";""
"1268";"2697";"1787";"7";"";"53";"97";"0.00";"";"";"0.00";"85.60";"8.32";"";"";"0.00";"";"";"";"209.80";"87.20";"";"5.80";"7.60";"8.20";"5.80";"0.00";"0.00";"28.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"16.22";"4.56";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"547.20";"371.65";"283.48";"67.00";"";""
"1269";"2698";"1788";"7";"";"53";"87";"0.00";"";"";"0.00";"85.20";"8.00";"";"";"0.00";"";"";"";"175.40";"61.40";"";"5.60";"6.40";"6.60";"6.00";"0.00";"0.00";"30.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"14.08";"1.54";"0.00";"0.00";"0.00";"0.00";"";"13.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"501.35";"334.25";"226.79";"66.67";"";""
"1304";"2699";"1789";"7";"";"52";"86";"0.00";"";"";"0.00";"78.20";"8.52";"";"";"0.00";"";"";"";"182.20";"79.60";"";"5.00";"7.00";"7.60";"6.00";"0.00";"0.00";"31.40";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.08";"4.18";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"532.15";"361.25";"231.94";"67.88";"";""
"1305";"2700";"1790";"7";"";"52";"97";"0.00";"";"";"0.00";"93.20";"8.60";"";"";"0.00";"";"";"";"240.00";"97.40";"";"6.40";"8.40";"8.20";"9.20";"0.00";"0.00";"32.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"1";"";"14.94";"4.38";"0.00";"0.00";"0.00";"0.00";"";"12.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"645.95";"500.52";"277.81";"77.49";"";""
"1306";"2701";"1791";"7";"";"56";"97";"0.00";"";"";"0.00";"101.20";"8.08";"";"";"0.00";"";"";"";"226.00";"93.40";"";"6.60";"7.45";"6.80";"7.40";"0.00";"0.00";"38.20";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"17.64";"4.48";"0.00";"0.00";"0.00";"0.00";"";"13.20";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"669.25";"479.45";"308.20";"71.64";"";""
"1361";"2702";"1792";"7";"";"52";"86";"0.00";"";"";"0.00";"78.00";"6.56";"";"";"0.00";"";"";"";"198.40";"84.60";"";"6.60";"7.00";"5.80";"6.00";"0.00";"0.00";"31.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"526.95";"359.52";"164.86";"68.23";"";""
"1630";"2703";"1793";"7";"";"36";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"10.23";"3.47";"0.00";"0.00";"0.00";"0.00";"";"10.67";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"280.18";"238.82";"197.44";"83.45";"";""
"1631";"2704";"1794";"7";"";"45";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"64.94";"27.45";"0.00";"42.27";"";""
"1771";"2706";"1796";"7";"";"52";"86";"0.00";"";"";"0.00";"85.20";"7.70";"";"";"0.00";"";"";"";"216.60";"101.40";"";"5.80";"7.00";"7.00";"6.80";"0.00";"0.00";"28.80";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"178.09";"128.99";"157.10";"72.43";"";""
"10423";"1384";"693";"7";"";"45";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"3";"1";"";"9.00";"3.95";"0.00";"0.00";"0.00";"0.00";"";"15.60";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"350.41";"284.42";"123.36";"81.17";"";""
"10425";"1386";"695";"7";"";"45";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"135.92";"90.50";"181.08";"66.58";"";""
"10426";"1387";"696";"7";"";"45";"86";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"0.00";"";"";"";"0.00";"0.00";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"121.66";"100.04";"166.66";"82.23";"";""
"10427";"1388";"697";"7";"";"45";"86";"0.00";"";"";"0.00";"67.40";"6.72";"";"";"0.00";"";"";"";"138.20";"64.80";"";"5.80";"5.40";"6.40";"5.00";"0.00";"0.00";"24.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"9.93";"4.15";"0.00";"0.00";"0.00";"0.00";"";"14.67";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"380.83";"297.69";"151.47";"78.17";"";""
