"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/                VARIETY NAME/     PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT          COLL.";"PROV";"TOWN";"BARANGAY";"SITIO";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"ALTITUDE";"COLL SOURCE";"GEN STAT";"SAM TYPE";"SAM MET";"MAT";"TOPO";"SITE";"SOIL TEX";"DRAIN";"SOIL COL";"STON"
"32584";"";"56947";"LSG/VCH 05-327";"Tinigiub";"";"";"Z. mays L.";"PHL";"BOH";"Guindulman";"Basdio";"";"20050601";"mixture violet, red, white";"09 43 47.8";"124 30 46.9";"";"";"";"";"";"";"";"";"";"";"";""
"32585";"";"56948";"LSG/VCH 05-328";"Kalipos";"";"";"Z. mays L.";"PHL";"BOH";"Alicia";"Untaga ";"Cabaca";"20050601";"white";"09 53 17.1";"124 25 39.3";"";"";"";"";"";"";"";"";"";"";"";""
"32586";"";"56949";"LSG/VCH 05-329";"Taruro";"";"";"Z. mays L.";"PHL";"BOH";"Alicia";"Untaga ";"Cabaca";"20050601";"white";"09 53 17.1";"124 25 39.3";"";"";"";"";"";"";"";"";"";"";"";""
"32587";"";"56950";"LSG/VCH 05-330";"Taruro";"";"";"Z. mays L.";"PHL";"BOH";"Alicia";"Untaga ";"Cabaca";"20050601";"white";"09 53 17.1";"124 25 39.3";"";"";"";"";"";"";"";"";"";"";"";""
"32589";"";"56952";"LSG/VCH 05-332";"Tiniguib";"";"";"Z. mays L.";"PHL";"BOH";"Carmen";"Poblacion Sur";"";"20050601";"white";"09 48 45.9";"124 12 6.3";"";"";"";"";"";"";"";"";"";"";"";""
"32590";"";"56953";"LSG/VCH 05-333";"Tiniguib";"";"";"Z. mays L.";"PHL";"BOH";"Antequera";"Bungahan";"";"20050602";"white";"09 46 1.1 ";"123 55 2.9";"";"";"";"";"";"";"";"";"";"";"";""
"32591";"";"56954";"LSG/VCH 05-334";"Tiniguib";"";"";"Z. mays L.";"PHL";"BOH";"Antequera";"Bungahan";"";"20050602";"white";"09 45 58.1";"123 55 14";"";"";"";"";"";"";"";"";"";"";"";""
"32592";"";"56955";"LSG/VCH 05-335";"Katigib Kalampos";"";"";"Z. mays L.";"PHL";"BOH";"Maribojoc";"Punta-Cruz";"";"20050602";"white";"09 43 56";"123 47 56.5";"";"";"";"";"";"";"";"";"";"";"";""
"32593";"";"56956";"LSG/VCH 05-336";"Tiniguib";"";"";"Z. mays L.";"PHL";"BOH";"Maribojoc";"Punta-Cruz";"";"20050716";"white";"09 43 56";"123 47 56.5";"";"";"";"";"";"";"";"";"";"";"";""
"32594";"";"56965";"2001-001";"";"";"";"Z. mays L.";"PHL";"BGS";"San Jose";"Banay-banay";"";"20011001";"white";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32595";"";"56745A";"2001-001";"";"";"";"Z. mays L.";"PHL";"BGS";"San Jose";"Banay-banay";"";"20011001";"white";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32596";"";"51079";"SGB/RRC-98-013";"Mais, Silawan";"Ilk; Itneg";"";"Z. mays L.";"PHL";"ABR";"Malebcong";"Taripan";"";"980303";"";"";"";"";"Farm store";"";"";"";"";"";"";"";"";"";""
"32597";"";"51128";"SGB/RRC-98-062";"Diket";"Ilk";"Rosalina Cabanwag";"Z. mays L.";"PHL";"ABR";"Baay";"Kawayan";"";"980304";"";"";"";"";"Farm store";"";"";"";"";"";"";"";"";"";""
"32598";"";"56849";"LSG/VCH-05-229";"Tiniguib";"Cebuano";"Perpito Español";"Z. mays L.";"PHL";"CEB";"Oslob";"Cañang Proper";"";"20050526";"white";"09° 31' 31.1""";"123° 22' 7.3""";"700";"Farmland";"Primitive Cv./ Landrace";"Pureline";"Random";"Cob";"Hilly";"Slope";"Sandy loam";"Good";"Dark brown";"Low"
"32599";"";"56966";"2002-030";"";"";"Diosdado Tabaquevo";"Z. mays L.";"PHL";"LDN";"Kapatagan";"Dunguan";"Purok 1";"200502";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32600";"";"56967";"NCA/VOS-02-1023";"Dikket";"Ilk";"Felix Agbisit";"Z. mays L.";"PHL";"CAG";"Camalaniugan";"Dugo";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"Seeds";"";"";"";"";"";""
"32601";"";"56968";"NCA/VOS-02-1024";"Dikket";"Ilk";"Fernando Ordioso";"Z. mays L.";"PHL";"CAG";"Lal-lo";"Jurisdiction";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32602";"";"56969";"NCA/VOS-02-1025";"Dikket";"Ilk";"Aurora Delector";"Z. mays L.";"PHL";"CAG";"Lal-lo";"Maxingal";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32603";"";"56970";"NCA/VOS-02-1026";"Lupog/ Diket";"Ilk";"Agustin Agluba";"Z. mays L.";"PHL";"Cag";"Lal-lo";"Maxingal";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32604";"";"56971";"NCA/VOS-02-1027";"Dikket";"Ilk";"Domingo Julian";"Z. mays L.";"PHL";"CAG";"Lal-lo";"Maxingal";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32605";"";"56972";"NCA/VOS-02-1028";"Dikket";"Ilk";"Francisco Faylon";"Faylon";"PHL";"CAG";"Lal-lo";"Maxingal";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32606";"";"56973";"NCA/VOS-02-1029";"Dikket";"Ilk";"Julie Valiente";"Z. mays L.";"PHL";"CAG";"Lal-lo";"Maxingal";"";"20020826";"";"";"";"";"Farmland";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"";"";"";"";"";"";""
"32607";"259";"24466";"";"Tuxpeño Planta Baja";"";"CIMMYT";"Z. mays L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32608";"260";"24467";"";"Cupurico x Flint Compuesto";"";"UPLB";"Z. mays L.";"PHL";"LAG";"LOS BAÑOS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32609";"261";"24468";"";"Composite # 74";"";"UPLB";"Z. mays L.";"PHL";"LAG";"LOS BAÑOS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32610";"";"57025";"LSG/SGB/DQC-06-002";"Mais white";"";"Roger Villas";"Z. mays L.";"PHL";"PAL";"Bataraza";"Inugbong";"Purok 6";"20060516";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32611";"";"57759";"MLHV-07-037";"";"";"Joel Mamdal";"Z. mays L.";"PHL";"SCT";"Lake Sebu";"Klubi";"Tesafang";"20070913";"";"";"";"";"Backyard/ Home garden";"Primitive Cv./ Landrace";"Open pollinated";"Non-random";"Seeds";"";"";"";"";"";""
"32612";"";"57150";"MLHV/LSG-07-0054";"Tiniguib";"";"Tomas S. Chavez, Sr.";"Z. mays L.";"PHL";"SCT";"T'Boli";"Edwards";"";"20070717";"WHT; 100 days, staple food instead of rice";"";"";"";"Backyard/ Home garden";"Primitive Cv./ Landrace";"";"";"Seeds";"";"";"";"";"";""
"32613";"";"57261";"MLHV/LSG-07-0067";"Selatahu (T'Boli)";"";"Daya Linta";"Z. mays L.";"PHL";"SCT";"Klubi";"Lake Sebu";"";"20070720";"Selatahu means native";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"32614";"";"57344";"LSG/LCR/LPDG-07-0155";"";"";"Aida Aniban";"Z. mays L.";"PHL";"NSM";"Lope de Vega";"Poblacion";"";"20070810";"";"12° 17' 40.9""";"124°37' 41.5""";"";"Along the hi-way";"Primitive Cv./ Landrace";"Mixture/ Population";"Random";"Seeds";"";"";"";"";"";""
"32615";"";"57369";"LSG/LCR/LPDG-07-0180";"Mais";"";"Joseph Cabigayan";"Z. mays L.";"PHL";"WSM";"Calbiga";"Polangi";"";"20070811";"As chicken feed, human food; 4 months to harvest";"11↑8 37' 45.3""";"125° 01' 38.1""";"22";"Backyard/ Home garden";"Primtive Cv./ landrace";"Mixture/ Population";"Non-random";"Cobs";"";"";"";"";"";""
"32616";"";"57370";"LSG/LCR/LPDG-07-0181";"Mais";"";"Joseph Cabigayan";"Z. mays L.";"PHL";"WSM";"Calbiga";"Polangi";"";"20070811";"";"11↑8 37' 45.3""";"125° 01' 38.1""";"22";"Backyard/ Home garden";"Primtive Cv./ landrace";"Mixture/ Population";"Non-random";"Cobs";"";"";"";"";"";""
"32617";"";"57371";"LSG/LCR/LPDG-07-0182";"Mais";"";"Joseph Cabigayan";"Z. mays L.";"PHL";"WSM";"Calbiga";"Polangi";"";"20070811";"";"11↑8 37' 45.3""";"125° 01' 38.1""";"23";"Backyard/ Home garden";"Primtive Cv./ landrace";"Mixture/ Population";"Non-random";"Cobs";"";"";"";"";"";""
"32618";"";"57372";"LSG/LCR/LPDG-07-0183";"Mais";"";"Joseph Cabigayan";"Z. mays L.";"PHL";"WSM";"Calbiga";"Polangi";"";"20070811";"";"11↑8 37' 45.3""";"125° 01' 38.1""";"24";"Backyard/ Home garden";"Primtive Cv./ landrace";"Mixture/ Population";"Non-random";"Cobs";"";"";"";"";"";""
"32619";"";"57298";"FSDCJ/LSG-08-122";"Mayes";"";"Niñno Romulo";"Z. mays L.";"PHL";"BTS";"Itbayat";"Sta. Rosa";"Raxhayen";"20080412";"Mayes means glutinous; 4 mos to harvest";"20° 47' 27.1         '";"121° 50' 36.6""";"111";"Farmland";"Primtive Cv./ landrace";"Single plant";"Non-random";"Cobs";"";"";"";"";"";""
"32620";"";"58299";"FSDCJ/LSG-08-123";"Mayes";"";"Salvador Anta";"Z. mays L.";"PHL";"BTS";"Itbayat";"San Rafael";"";"20080412";"";"20° 46' 59.1""";"121° 50"" 40.5""";"75";"";"";"";"";"";"";"";"";"";"";""
"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ";"262";"109";"";"ETO AMAR x CUBA GPO 1";"";"UPLB";"Z. mays L.";"PHL";"LAG";"LOS BAÑOS";"";"";"1974";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
